
0.1,-87.0915,-68.0818,1590.09,-211.092,-62.2579,1597.55,-60.9988,33.5779,1558.7,-219.271,58.6931,1572.04,-144.616,118.596,1366.91,-141.95,139.081,1182.46,-143.163,-41.3599,1306,-135.536,-78.2979,1161.35,-206.624,151.401,1283.57,-19.2377,64.3323,1399.93,133.555,101.633,1323.7,254.055,90.8462,1300.21,357.318,106.752,1294.33,490.327,56.7272,1288.51,475.515,119.829,1270.3,543.757,109.143,1277.52,-254.856,63.4982,1388.53,-424.649,98.357,1340.33,-561.207,90.1418,1312.73,-655.089,111.856,1335.97,-793.526,67.1068,1318.38,-776.88,133.829,1317.54,-851.253,112.289,1322.1,-29.8703,-56.1418,919.294,-286.398,-55.0772,910.843,-119.544,117.923,979.314,-206.449,110.101,983.26,17.7827,29.3484,666.229,0.362741,60.9089,449.659,2.12805,99.5625,323.7,-17.0325,111.615,62.5009,-79.9715,169.372,25.186,-66.8919,-63.822,26.4438,-329.796,27.9152,592.277,-332.574,54.0489,437.785,-338.089,75.0004,331.26,-325.138,92.2283,40.8322,-265.375,142.631,46.9143,-298.588,-86.3282,30.0305
0.11,-86.8907,-67.8178,1590.22,-210.896,-61.9839,1597.68,-60.7516,33.8481,1558.9,-219.046,58.9628,1572.21,-144.378,118.854,1367.07,-141.605,139.444,1182.67,-142.86,-40.9772,1306.12,-135.216,-77.9834,1161.52,-206.296,151.743,1283.73,-18.9278,64.5803,1400.08,133.874,101.837,1323.83,254.392,91.0179,1300.27,357.637,106.867,1294.37,490.569,56.7569,1288.42,475.779,119.884,1270.22,544.008,109.14,1277.44,-254.586,63.8543,1388.67,-424.37,98.6205,1340.38,-560.942,90.3973,1312.75,-654.795,112.106,1335.95,-793.197,67.3552,1318.3,-776.583,134.086,1317.48,-850.965,112.516,1321.98,-29.629,-55.803,919.493,-286.183,-54.6795,911.162,-119.257,118.332,979.368,-206.152,110.501,983.333,17.8464,29.2334,666.295,0.244641,60.3274,449.699,2.03048,99.1447,323.755,-17.1072,111.524,62.533,-80.0013,169.352,25.2629,-66.9054,-63.8354,26.4338,-329.45,27.5,592.449,-332.056,53.2025,437.876,-337.774,74.3875,331.422,-325.132,92.177,40.895,-265.295,142.685,47.153,-298.625,-86.3507,29.8845
0.12,-86.6344,-67.5649,1590.39,-210.638,-61.6944,1597.78,-60.5092,34.0898,1559.08,-218.786,59.258,1572.34,-144.019,119.124,1367.27,-141.213,139.825,1182.83,-142.526,-40.6795,1306.29,-134.849,-77.5743,1161.66,-205.967,152.061,1283.91,-18.5974,64.8798,1400.23,134.232,102.065,1323.96,254.459,90.5837,1300.29,357.977,106.976,1294.35,490.886,56.8173,1288.34,476.118,119.961,1270.18,544.379,109.061,1277.27,-254.299,64.1689,1388.8,-424.013,98.9694,1340.47,-560.608,90.7222,1312.81,-654.501,112.373,1335.95,-792.865,67.6339,1318.2,-776.318,134.45,1317.48,-850.659,112.783,1321.89,-29.4207,-55.4707,919.69,-285.949,-54.2395,911.463,-118.969,118.724,979.403,-205.819,111.081,983.457,17.9141,29.1021,666.309,0.139745,59.8498,449.682,1.94141,98.7286,323.784,-17.1312,111.513,62.5936,-80.0371,169.352,25.3277,-66.8995,-63.8372,26.425,-329.084,27.0711,592.62,-331.543,52.3507,437.948,-337.423,73.662,331.54,-325.122,92.1433,40.9576,-265.301,142.662,47.2517,-298.669,-86.3904,29.7496
0.13,-86.3634,-67.198,1590.53,-210.365,-61.3558,1597.89,-60.1834,34.4584,1559.25,-218.459,59.6128,1572.45,-143.604,119.475,1367.43,-140.844,140.17,1183,-142.185,-40.2862,1306.46,-134.443,-77.139,1161.87,-205.589,152.464,1284.06,-18.1839,65.2258,1400.37,134.666,102.368,1324.14,255.092,91.3763,1300.41,358.349,107.099,1294.32,491.211,56.9181,1288.28,476.519,120.09,1270.17,544.83,109.294,1277.48,-253.923,64.5494,1388.9,-423.689,99.3585,1340.58,-560.273,91.1202,1312.88,-654.205,112.715,1336.03,-792.498,67.9053,1318.12,-775.929,134.763,1317.55,-850.286,113.091,1321.84,-29.1481,-55.0692,919.88,-285.702,-53.7147,911.738,-118.664,119.252,979.398,-205.472,111.455,983.396,17.9993,29.0185,666.331,0.0712516,59.4465,449.689,1.88858,98.4239,323.779,-17.1753,111.478,62.6141,-80.0968,169.339,25.3349,-66.933,-63.8501,26.4485,-328.676,26.6462,592.741,-331.042,51.4734,438.01,-337.059,72.9232,331.679,-325.121,92.0806,40.9958,-265.367,142.469,47.2014,-298.69,-86.4691,29.5774
0.14,-86.0545,-66.8404,1590.65,-210.046,-60.9829,1597.98,-59.8427,34.7728,1559.34,-218.126,60.0331,1572.51,-143.167,119.886,1367.58,-140.44,140.623,1183.16,-141.802,-39.8251,1306.54,-134.052,-76.743,1162.01,-205.134,152.88,1284.21,-17.763,65.5512,1400.49,135.099,102.657,1324.33,255.558,91.6543,1300.5,358.837,107.319,1294.37,491.641,57.0557,1288.25,476.934,120.23,1270.19,545.286,109.253,1277.23,-253.531,64.947,1389.01,-423.323,99.7474,1340.68,-559.89,91.4514,1312.93,-653.82,113.094,1336.09,-792.122,68.2476,1318.06,-775.554,135.097,1317.6,-849.87,113.393,1321.83,-28.885,-54.6391,920.062,-285.391,-53.1768,911.953,-118.33,119.78,979.344,-205.101,111.982,983.337,18.1501,28.9528,666.376,0.103343,59.1743,449.701,1.8707,98.0003,323.823,-17.2063,111.436,62.6569,-80.0807,169.311,25.3944,-66.9458,-63.8599,26.4388,-328.21,26.217,592.781,-330.401,50.4748,438.006,-336.647,72.1747,331.831,-325.081,92.0632,41.0859,-265.37,142.419,47.2843,-298.713,-86.5482,29.3846
0.15,-85.6967,-66.4328,1590.75,-209.7,-60.5602,1598.03,-59.5125,35.1508,1559.44,-217.766,60.4062,1572.52,-142.728,120.241,1367.67,-140.001,141.165,1183.29,-141.399,-39.3584,1306.56,-133.653,-76.2266,1162.09,-204.67,153.416,1284.37,-17.3035,65.8945,1400.57,135.543,102.894,1324.43,255.74,91.1634,1300.52,359.37,107.473,1294.43,492.197,57.1033,1288.3,477.41,120.314,1270.18,545.738,109.375,1277.27,-253.139,65.3,1389.09,-422.863,100.037,1340.72,-559.421,91.865,1312.99,-653.335,113.425,1336.1,-791.654,68.665,1318.01,-775.123,135.457,1317.68,-849.463,113.737,1321.85,-28.6081,-54.1938,920.241,-285.119,-52.6538,912.188,-117.923,120.279,979.221,-204.745,112.576,983.235,18.3551,28.8574,666.378,0.211574,58.9327,449.69,1.9407,97.7875,323.76,-17.1945,111.409,62.6595,-80.0831,169.312,25.3977,-66.9409,-63.8557,26.4488,-327.725,25.7614,592.792,-329.923,49.6052,438.089,-336.17,71.3601,331.89,-325.065,92.004,41.1562,-265.317,142.359,47.3729,-298.712,-86.6023,29.2155
0.16,-85.3207,-65.9942,1590.85,-209.336,-60.1105,1598.09,-59.1091,35.5423,1559.49,-217.386,60.8414,1572.54,-142.254,120.686,1367.74,-139.577,141.656,1183.38,-140.965,-38.9066,1306.58,-133.261,-75.7188,1162.13,-204.218,153.947,1284.47,-16.781,66.2949,1400.64,136.078,103.212,1324.58,256.444,92.0266,1300.62,359.837,107.655,1294.55,492.72,57.2169,1288.41,477.946,120.453,1270.3,546.226,109.519,1277.33,-252.668,65.7687,1389.15,-422.373,100.515,1340.75,-558.976,92.2779,1313.02,-652.856,113.821,1336.24,-791.184,68.9839,1318.08,-774.596,135.733,1317.75,-848.983,114.071,1321.93,-28.385,-53.7295,920.355,-284.818,-52.0775,912.398,-117.785,121.012,979.14,-204.369,113.247,983.135,18.6266,28.7611,666.371,0.329635,58.7099,449.668,2.04525,97.5814,323.742,-17.1863,111.405,62.6487,-80.0832,169.312,25.3975,-66.9407,-63.8554,26.4493,-327.223,25.3427,592.814,-329.323,48.6544,438.104,-335.73,70.5865,332.004,-325.022,91.9404,41.2305,-265.179,142.386,47.6031,-298.708,-86.648,29.038
0.17,-84.9153,-65.5722,1590.93,-208.892,-59.6345,1598.14,-58.6515,35.9829,1559.53,-216.937,61.2887,1572.55,-141.725,121.198,1367.83,-139.061,142.294,1183.46,-140.459,-38.3631,1306.59,-132.795,-75.1821,1162.14,-203.755,154.496,1284.61,-16.2561,66.7116,1400.7,136.641,103.55,1324.66,257.046,92.3406,1300.75,360.347,107.827,1294.66,493.198,57.3478,1288.5,478.523,120.627,1270.46,546.782,109.65,1277.45,-252.147,66.2592,1389.2,-421.919,100.953,1340.73,-558.487,92.7065,1313.1,-652.412,114.25,1336.39,-790.669,69.34,1318.11,-774.162,136.178,1317.89,-848.489,114.432,1322.06,-28.0583,-53.2348,920.456,-284.513,-51.4276,912.604,-117.136,121.415,979.011,-203.933,113.907,983.006,18.9109,28.752,666.318,0.489129,58.4935,449.642,2.16859,97.3825,323.689,-17.2005,111.377,62.6302,-80.0832,169.312,25.3975,-66.9555,-63.8767,26.4376,-326.764,24.9304,592.864,-328.674,47.7028,438.132,-335.214,69.7939,332.065,-324.964,91.9023,41.3025,-265.115,142.32,47.6947,-298.669,-86.7302,28.8507
0.18,-84.4634,-65.0556,1590.98,-208.458,-59.1412,1598.19,-58.1435,36.4101,1559.55,-216.392,61.8335,1572.55,-141.183,121.654,1367.9,-138.545,142.825,1183.51,-139.956,-37.8142,1306.59,-132.291,-74.5833,1162.18,-203.229,155.059,1284.69,-15.73,67.1547,1400.75,137.257,103.92,1324.67,257.61,92.7214,1300.83,360.955,108.17,1294.82,493.587,57.6025,1288.46,479.106,120.778,1270.63,547.304,109.83,1277.67,-251.671,66.7732,1389.24,-421.378,101.435,1340.72,-557.971,93.1975,1313.19,-651.958,114.724,1336.57,-790.174,69.7082,1318.2,-773.622,136.615,1318.09,-847.968,114.777,1322.25,-27.7202,-52.7632,920.556,-284.226,-50.8355,912.819,-116.707,122.063,978.856,-203.479,114.587,982.865,19.2893,28.7479,666.316,0.68379,58.3622,449.601,2.25509,97.3025,323.631,-17.168,111.335,62.6453,-80.0832,169.312,25.3975,-66.9524,-63.9032,26.4192,-326.271,24.5725,592.887,-328.024,46.9292,438.151,-334.751,69.0754,332.187,-324.917,91.8677,41.3964,-265.058,142.265,47.8001,-298.657,-86.7906,28.6839
0.19,-83.9504,-64.5963,1591,-207.97,-58.5904,1598.21,-57.6635,36.9174,1559.58,-215.868,62.3648,1572.53,-140.569,122.219,1367.99,-137.933,143.503,1183.63,-139.435,-37.1435,1306.56,-131.848,-74.0227,1162.25,-202.641,155.696,1284.76,-15.1226,67.6498,1400.76,137.844,104.328,1324.66,258.241,93.0789,1300.92,361.513,108.361,1294.89,494.171,57.7656,1288.58,479.723,120.958,1270.78,547.906,109.959,1277.93,-251.088,67.3509,1389.24,-420.912,102.096,1340.84,-557.441,93.7058,1313.28,-651.381,115.136,1336.65,-789.602,70.1305,1318.28,-773.081,136.937,1318.25,-847.445,115.185,1322.44,-27.3397,-52.3261,920.694,-283.808,-50.1657,913.01,-116.211,122.732,978.698,-202.997,115.313,982.717,19.6584,28.7903,666.249,0.891037,58.2641,449.574,2.40433,97.1673,323.56,-17.1906,111.332,62.5874,-80.0664,169.301,25.3921,-66.9671,-63.8826,26.4243,-325.727,24.2191,592.874,-327.288,46.0584,438.114,-334.263,68.3675,332.248,-324.881,91.8237,41.4538,-265.023,142.218,47.87,-298.641,-86.8439,28.5166
0.2,-83.4401,-64.0705,1590.98,-207.42,-58.0475,1598.17,-57.1189,37.4182,1559.56,-215.309,62.8927,1572.52,-139.979,122.785,1368.05,-137.312,144.123,1183.66,-138.944,-36.5296,1306.55,-131.285,-73.3863,1162.23,-202.055,156.363,1284.88,-14.4896,68.1577,1400.8,138.422,104.785,1324.7,258.555,92.7151,1300.94,362.099,108.608,1294.97,494.861,57.8824,1288.81,480.391,121.23,1270.91,548.554,110.081,1278.13,-250.531,67.9759,1389.25,-420.288,102.585,1340.76,-556.857,94.2579,1313.36,-650.855,115.602,1336.77,-789.034,70.5609,1318.44,-772.537,137.345,1318.43,-846.864,115.516,1322.69,-26.918,-51.8233,920.776,-283.388,-49.6012,913.173,-115.693,123.32,978.517,-202.477,115.949,982.542,20.0511,28.9468,666.205,1.11305,58.1524,449.497,2.51038,97.037,323.464,-17.1552,111.331,62.547,-80.083,169.312,25.3974,-66.9574,-63.8653,26.4255,-325.207,23.9133,592.878,-326.677,45.2971,438.146,-333.766,67.7175,332.372,-324.816,91.765,41.5106,-264.981,142.146,47.9441,-298.62,-86.861,28.3817
0.21,-82.8832,-63.5454,1590.95,-206.853,-57.4281,1598.13,-56.4761,37.9944,1559.6,-214.669,63.5187,1572.51,-139.306,123.467,1368.08,-136.676,144.832,1183.69,-138.345,-35.8267,1306.5,-130.828,-72.8034,1162.3,-201.407,157.077,1284.89,-13.8411,68.7365,1400.76,139.099,105.279,1324.79,259.512,93.7812,1301.09,362.9,108.929,1295.13,495.468,58.0555,1288.92,481.143,121.478,1271.14,549.314,110.229,1278.34,-249.92,68.6707,1389.22,-419.716,103.275,1340.86,-556.26,94.7722,1313.44,-650.339,116.231,1336.99,-788.426,70.964,1318.65,-772.012,137.877,1318.72,-846.276,115.941,1322.99,-26.5089,-51.2601,920.823,-282.886,-48.9738,913.296,-115.181,123.961,978.379,-201.915,116.715,982.414,20.45,29.0858,666.176,1.35905,58.0418,449.431,2.70507,96.9375,323.39,-17.142,111.337,62.5224,-80.0499,169.301,25.369,-66.9522,-63.8609,26.4361,-324.656,23.6052,592.92,-326.029,44.6514,438.153,-333.221,67.1578,332.435,-324.807,91.7586,41.5612,-264.891,142.096,47.9725,-298.605,-86.9081,28.2855
0.22,-82.308,-62.9887,1590.9,-206.295,-56.7941,1598.1,-55.8419,38.5818,1559.57,-214.043,64.1689,1572.48,-138.657,124.105,1368.07,-135.997,145.545,1183.68,-137.729,-35.1074,1306.44,-130.282,-72.1719,1162.27,-200.699,157.818,1284.87,-13.1839,69.3904,1400.7,139.814,105.804,1324.87,259.964,93.4298,1301.1,363.606,109.261,1295.27,496.189,58.3094,1289.02,481.883,121.634,1271.33,549.987,110.427,1278.61,-249.289,69.3922,1389.23,-419.17,104.057,1341.05,-555.615,95.3802,1313.55,-649.576,116.609,1337,-787.778,71.4685,1318.86,-771.347,138.29,1318.9,-845.672,116.347,1323.31,-26.0547,-50.6417,920.84,-282.357,-48.3651,913.435,-114.624,124.563,978.262,-201.418,117.342,982.291,20.8295,29.275,666.133,1.60455,57.9047,449.366,2.86115,96.8028,323.294,-17.106,111.342,62.4687,-80.0556,169.309,25.3247,-66.9408,-63.8557,26.4488,-324.138,23.3662,592.952,-325.343,44.1058,438.181,-332.686,66.6768,332.55,-324.788,91.7207,41.6187,-264.868,142.044,48.0132,-298.566,-86.9359,28.216
0.23,-81.6906,-62.3729,1590.84,-205.672,-56.1511,1598.01,-55.2118,39.2093,1559.54,-213.403,64.8271,1572.48,-137.907,124.88,1368.02,-135.313,146.291,1183.61,-137.1,-34.3872,1306.43,-129.676,-71.4925,1162.35,-200.034,158.565,1284.85,-12.4459,70.095,1400.66,140.538,106.305,1324.91,261.003,94.5989,1301.21,364.422,109.563,1295.39,497.026,58.4372,1289.17,482.684,121.903,1271.49,550.726,110.604,1278.85,-248.645,70.1478,1389.18,-418.499,104.74,1341.12,-554.995,96.0262,1313.67,-648.94,117.155,1337.19,-787.187,71.8966,1319.13,-770.681,138.779,1319.18,-844.981,116.773,1323.67,-25.354,-50.0527,920.984,-281.757,-47.7449,913.566,-113.974,125.273,978.156,-200.779,118.043,982.141,21.2365,29.5786,666.078,1.84137,57.7132,449.24,3.02188,96.5823,323.182,-17.0937,111.317,62.4449,-80.0039,169.34,25.2987,-66.9486,-63.8527,26.4562,-323.57,23.1782,592.937,-324.591,43.6014,438.153,-332.196,66.3118,332.666,-324.75,91.7051,41.6436,-264.833,141.991,48.0283,-298.559,-86.9471,28.1752
